11215|45 Roosevelt Ci|37.4180614|-122.1216825
11198|46 Roosevelt Ci|37.4181581|-122.1222387
12971|47 Roosevelt Ci|37.4182432|-122.1216815
12967|48 Roosevelt Ci|37.418315|-122.1222211
11223|4 Roosevelt Ci|37.4175079|-122.1190371
12966|50 Roosevelt Ci|37.4184476|-122.1221787
12972|51 Roosevelt Ci|37.4183952|-122.1216165
12965|52 Roosevelt Ci|37.4185944|-122.1221018
12964|54 Roosevelt Ci|37.4187681|-122.1219846
12968|55 Roosevelt Ci|37.4185438|-122.1215247
12976|58 Roosevelt Ci|37.4191689|-122.1214424
12984|59 Roosevelt Ci|37.4188161|-122.1211146
12973|60 Roosevelt Ci|37.4192766|-122.1212117
8880|61 Roosevelt Ci|37.4188821|-122.1208852
13017|62 Roosevelt Ci|37.4192982|-122.1210048
13018|64 Roosevelt Ci|37.4193502|-122.120781
53346|64 Roosevelt Ci UNIT A|37.4192931|-122.1207677
12985|65 Roosevelt Ci|37.4188918|-122.1206532
