lon lat cluster
-122.123807 37.4197075 2
-122.1236286 37.4192034 2
-122.1242253 37.419441 2
-122.1238929 37.4201701 2
-122.1238929 37.4201701 2
-122.1237943 37.4185929 2
-122.1264244 37.4203119 2
-122.126891 37.420535 2
-122.127645 37.4208811 2
-122.128037 37.4212402 2
-122.1287157 37.421712 2
-122.1291782 37.4219302 2
-122.1296809 37.4223857 2
-122.1303606 37.4225922 2
-122.1312422 37.4233672 2
-122.1315874 37.4235423 2
-122.1319183 37.4237437 2
-122.1322745 37.4239503 2
-122.1335923 37.4247836 2
-122.1341398 37.4249727 2
-122.1345577 37.4252779 2
-122.1355098 37.4259703 2
-122.1358731 37.4261184 2
-122.1361847 37.4264775 2
-122.1365396 37.4267164 2
-122.1368876 37.4269509 2
-122.1372837 37.4271347 2
-122.1376967 37.4272848 2
-122.1380354 37.4274735 2
-122.1385713 37.4278147 2
-122.1384618 37.4285866 2
-122.1387625 37.4288533 2
-122.1388444 37.4292997 2
-122.1378351 37.4280304 2
-122.1370712 37.4280894 2
-122.1366408 37.4271889 2
-122.1359456 37.4267655 2
-122.1349605 37.4267287 2
-122.1339152 37.4260535 2
-122.1333676 37.4251412 2
-122.1326945 37.4248018 2
-122.1317925 37.4246756 2
-122.1317512 37.4241193 2
-122.1316709 37.4239969 2
-122.1315111 37.4238244 2
-122.1309945 37.4244325 2
-122.1308095 37.4242495 2
-122.1307333 37.424157 2
-122.130775 37.4236153 2
-122.1296381 37.4233815 2
-122.1289415 37.4229313 2
-122.1283009 37.4224539 2
-122.1276108 37.4220597 2
-122.1264935 37.4213469 2
-122.1257952 37.4209603 2
-122.122983 37.4185038 2
-122.1189874 37.4222737 2
-122.117471 37.4230675 2
-122.1153652 37.4241416 2
-122.1180915 37.4244086 2
-122.1208839 37.4263455 2
-122.1239155 37.4272023 2
-122.1380791 37.4297958 2
-122.1373614 37.4293036 2
-122.1360435 37.4285736 2
-122.1353106 37.4281 2
-122.1344564 37.4276028 2
-122.1333783 37.4268572 2
-122.1328366 37.425929 2
-122.1317024 37.4258272 2
-122.1302657 37.4243718 2
-122.1287325 37.4238698 2
-122.1282956 37.4229434 2
-122.1274618 37.4224242 2
-122.1268203 37.4219944 2
-122.1254311 37.4218156 2
-122.1246765 37.421303 2
-122.1238594 37.4208355 2
-122.1231825 37.4198686 2
-122.1225486 37.4193228 2
-122.1233154 37.4182622 2
-122.1233154 37.4182622 2
